Sample in Buffer,Sample in Window,TRIGGER,pynq_bd_i/xadc_wiz_0_drdy_out,pynq_bd_i/dpp_counter_0_fifo_o[31:0],pynq_bd_i/dpp_counter_0_y[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED
930,930,0,0,8,647
931,931,0,0,8,647
932,932,0,0,8,647
933,933,0,0,8,647
934,934,0,0,8,647
935,935,0,0,8,647
936,936,0,0,8,647
937,937,0,0,8,647
938,938,0,0,8,647
939,939,0,0,8,647
940,940,0,0,8,647
941,941,0,1,6,647
942,942,0,0,6,647
943,943,0,0,6,647
944,944,0,0,6,647
945,945,0,0,6,647
946,946,0,0,6,647
947,947,0,0,6,647
948,948,0,0,6,647
949,949,0,0,6,647
950,950,0,0,6,647
951,951,0,0,6,647
952,952,0,0,6,647
953,953,0,0,6,647
954,954,0,0,6,647
955,955,0,0,6,647
956,956,0,0,6,647
957,957,0,0,6,647
958,958,0,0,6,647
959,959,0,0,6,647
960,960,0,0,6,647
961,961,0,0,6,647
962,962,0,0,6,647
963,963,0,0,6,647
964,964,0,0,6,647
965,965,0,0,6,647
966,966,0,0,6,647
967,967,0,0,6,647
968,968,0,0,6,647
969,969,0,0,6,647
970,970,0,0,6,647
971,971,0,0,6,647
972,972,0,0,6,647
973,973,0,0,6,647
974,974,0,0,6,647
975,975,0,0,6,647
976,976,0,0,6,647
977,977,0,0,6,647
978,978,0,0,6,647
979,979,0,0,6,647
980,980,0,0,6,647
981,981,0,0,6,647
982,982,0,0,6,647
983,983,0,0,6,647
984,984,0,0,6,647
985,985,0,0,6,647
986,986,0,0,6,647
987,987,0,0,6,647
988,988,0,0,6,647
989,989,0,0,6,647
990,990,0,0,6,647
991,991,0,0,6,647
992,992,0,0,6,647
993,993,0,0,6,647
994,994,0,0,6,647
995,995,0,0,6,647
996,996,0,0,6,647
997,997,0,0,6,647
998,998,0,0,6,647
999,999,0,0,6,647
1000,1000,0,0,6,647
1001,1001,0,0,6,647
1002,1002,0,0,6,647
1003,1003,0,0,6,647
1004,1004,0,0,6,647
1005,1005,0,0,6,647
1006,1006,0,0,6,647
1007,1007,0,0,6,647
1008,1008,0,0,6,647
1009,1009,0,0,6,647
1010,1010,0,0,6,647
1011,1011,0,0,6,647
1012,1012,0,0,6,647
1013,1013,0,0,6,647
1014,1014,0,0,6,647
1015,1015,0,0,6,647
1016,1016,0,0,6,647
1017,1017,0,0,6,647
1018,1018,0,0,6,647
1019,1019,0,0,6,647
1020,1020,0,0,6,647
1021,1021,0,0,6,647
